"","involvement","attitude"
"13733",2,1
"13734",2,1
"13735",1,0
"13736",2,0
"13737",2,1
"13738",3,1
"13739",2,1
"13740",3,1
"13741",1,1
"13742",3,1
"13743",2,0
"13744",1,2
"13745",2,-1
"13746",2,1
"13747",2,1
"13748",2,0
"13749",2,0
"13750",2,0
"13751",3,-1
"13752",2,1
"13753",2,1
"13754",2,1
"13755",1,1
"13756",2,1
"13757",2,1
"13758",2,1
"13759",2,1
"13760",2,2
"13761",2,1
"13762",2,1
"13763",2,1
"13764",1,0
"13765",2,0
"13766",2,1
"13767",2,0
"13768",2,-1
"13769",2,-1
"13770",2,0
"13771",1,0
"13772",3,0
"13773",2,2
"13774",2,2
"13775",2,2
"13776",2,2
"13777",2,1
"13778",2,-1
"13779",2,1
"13780",1,1
"13781",2,1
"13782",2,1
"13783",3,2
"13784",3,1
"13785",2,1
"13786",2,2
"13787",2,1
"13788",2,1
"13789",2,2
"13790",2,0
"13791",2,1
"13792",1,0
"13793",1,0
"13794",2,0
"13795",1,1
"13796",2,1
"13797",2,1
"13798",1,1
"13799",3,0
"13800",1,1
"13801",1,0
"13802",1,1
"13803",2,1
"13804",1,0
"13805",1,0
"13806",2,1
"13807",2,1
"13808",1,1
"13809",1,0
"13810",2,1
"13811",2,1
"13812",1,0
"13813",1,0
"13814",2,-1
"13815",1,-1
"13816",2,0
"13817",3,1
"13818",2,1
"13819",2,1
"13820",3,1
"13821",2,0
"13822",2,1
"13823",2,0
"13824",2,0
"13825",1,0
"13826",2,1
"13827",2,1
"13828",1,1
"13829",2,1
"13830",2,1
"13831",2,1
"13832",2,1
"13833",2,1
"13834",2,1
"13835",2,0
"13836",1,1
"13837",1,0
"13838",2,1
"13839",1,1
"13840",2,1
"13841",2,1
"13842",1,1
"13843",1,1
"13844",1,1
"13845",2,1
"13846",1,1
"13847",1,1
"13848",1,1
"13849",1,0
"13850",2,1
"13851",2,1
"13852",3,1
"13853",1,0
"13854",3,1
"13855",2,0
"13856",2,1
"13857",3,1
"13858",2,1
"13859",1,0
"13860",2,1
"13861",2,0
"13862",2,0
"13863",2,0
"13864",1,0
"13865",2,0
"13866",1,1
"13867",2,1
"13868",3,1
"13869",2,1
"13870",2,1
"13871",3,1
"13872",2,1
"13873",3,1
"13874",3,1
"13875",2,2
"13876",2,2
"13877",3,1
"13878",2,1
"13879",2,1
"13880",1,1
"13881",2,1
"13882",1,2
"13883",2,-2
"13884",2,-1
"13885",2,0
"13886",2,-1
"13887",2,-1
"13888",2,0
"13889",2,0
"13890",2,0
"13891",2,0
"13892",2,1
"13893",2,1
"13894",3,1
"13895",1,1
"13896",3,0
"13897",1,1
"13898",3,0
"13899",3,0
"13900",2,0
"13901",2,0
"13902",3,1
"13903",3,0
"13904",2,1
"13905",2,1
"13906",2,1
"13907",2,0
"13908",2,0
"13909",3,1
"13910",3,0
"13911",2,1
"13912",2,0
"13913",2,0
"13914",3,1
"13915",2,0
"13916",2,1
"13917",2,0
"13918",2,2
"13919",1,0
"13920",2,2
"13921",1,0
"13922",2,1
"13923",1,0
"13924",1,0
"13925",2,0
"13926",1,0
"13927",2,1
"13928",2,1
"13929",1,1
"13930",2,1
"13931",2,0
"13932",1,0
"13933",2,1
"13934",2,2
"13935",2,2
"13936",2,2
"13937",2,2
"13938",2,2
"13939",3,2
"13940",2,1
"13941",1,1
"13942",2,1
"13943",2,2
"13944",2,1
"13945",2,1
"13946",1,1
"13947",1,1
"13948",2,1
"13949",2,1
"13950",2,2
"13951",2,0
"13952",2,-1
"13953",2,0
"13954",1,0
"13955",1,-1
"13956",3,-1
"13957",3,0
"13958",3,0
"13959",2,1
"13960",2,1
"13961",3,0
"13962",3,0
"13963",2,1
"13964",3,2
"13965",1,0
"13966",2,1
"13967",2,2
"13968",2,0
"13969",2,0
"13970",3,0
"13971",3,-1
"13972",3,0
"13973",2,-1
"13974",3,-1
"13975",3,0
"13976",2,0
"13977",2,0
"13978",2,-1
"13979",2,1
"13980",2,0
"13981",2,0
"13982",1,-1
"13983",1,0
"13984",2,1
"13985",2,1
"13986",3,1
"13987",3,0
"13988",2,0
"13989",2,1
"13990",2,2
"13991",1,0
"13992",2,0
"13993",1,1
"13994",2,1
"13995",2,0
"13996",2,0
"13997",3,0
"13998",1,1
"13999",2,2
"14000",2,0
"14001",3,2
"14002",3,1
"14003",3,1
"14004",3,1
"14005",2,0
"14006",2,1
"14007",2,1
"14008",2,1
"14009",3,0
"14010",2,1
"14011",2,1
"14012",2,1
"14013",2,0
"14014",2,0
"14015",2,0
"14016",2,1
"14017",2,0
"14018",2,0
"14019",2,1
"14020",2,1
"14021",2,0
"14022",3,0
"14023",2,1
"14024",NA,0
"14025",3,-1
"14026",3,1
"14027",2,NA
"14028",3,0
"14029",3,0
"14030",2,0
"14031",2,1
"14032",2,1
"14033",2,0
"14034",2,1
"14035",2,1
"14036",2,1
"14037",2,1
"14038",2,1
"14039",2,1
"14040",3,0
"14041",2,0
"14042",1,0
"14043",3,-2
"14044",3,1
"14045",3,1
"14046",2,1
"14047",1,0
"14048",2,0
"14049",1,0
"14050",2,1
"14051",3,0
"14052",1,1
"14053",2,1
"14054",1,0
"14055",2,0
"14056",2,1
"14057",2,1
"14058",2,0
"14059",2,0
"14060",2,-1
"14061",1,-1
"14062",1,0
"14063",1,1
"14064",2,1
"14065",2,1
"14066",1,0
"14067",2,0
"14068",2,0
"14069",2,1
"14070",2,1
"14071",2,-1
"14072",2,-1
"14073",2,2
"14074",2,1
"14075",3,0
"14076",1,-1
"14077",2,1
"14078",2,-1
"14079",2,-2
"14080",3,1
"14081",3,1
"14082",2,0
"14083",2,1
"14084",2,-1
"14085",1,2
"14086",2,1
"14087",1,1
"14088",2,1
"14089",2,-1
"14090",3,1
"14091",2,1
"14092",2,1
"14093",2,0
"14094",2,1
"14095",2,1
"14096",2,0
"14097",2,1
"14098",2,0
"14099",3,1
"14100",2,0
"14101",2,0
"14102",1,1
"14103",3,0
"14104",2,1
"14105",2,-1
"14106",3,2
"14107",2,1
"14108",2,-1
"14109",3,0
"14110",2,2
"14111",3,2
"14112",2,1
"14113",3,1
"14114",2,1
"14115",2,0
"14116",3,-1
"14117",2,1
"14118",2,1
"14119",1,1
"14120",2,1
"14121",3,1
"14122",2,1
"14123",2,1
"14124",2,-1
"14125",2,1
"14126",2,0
"14127",2,1
"14128",2,2
"14129",2,1
"14130",2,1
"14131",2,-2
"14132",3,1
"14133",2,1
"14134",3,1
"14135",3,1
"14136",3,1
"14137",3,2
"14138",2,1
"14139",2,0
"14140",2,-1
"14141",2,2
"14142",2,1
"14143",2,-1
"14144",3,1
"14145",2,2
"14146",2,1
"14147",2,1
"14148",2,-1
"14149",2,0
"14150",2,1
"14151",1,0
"14152",2,0
"14153",3,-1
"14154",2,0
"14155",2,0
"14156",2,-1
"14157",3,0
"14158",3,1
"14159",2,1
"14160",2,0
"14161",1,0
"14162",2,1
"14163",3,1
"14164",2,0
"14165",2,0
"14166",2,1
"14167",2,0
"14168",2,2
"14169",2,1
"14170",2,-1
"14171",2,0
"14172",3,-1
"14173",1,0
"14174",1,-1
"14175",1,1
"14176",1,0
"14177",2,1
"14178",3,-1
"14179",1,1
"14180",2,0
"14181",3,-1
"14182",2,1
"14183",2,0
"14184",2,1
"14185",2,0
"14186",1,0
"14187",2,1
"14188",2,1
"14189",2,0
"14190",1,1
"14191",2,1
"14192",2,1
"14193",3,2
"14194",2,1
"14195",1,-1
"14196",2,2
"14197",2,-2
"14198",3,1
"14199",2,-1
"14200",3,2
"14201",1,0
"14202",2,-1
"14203",3,0
"14204",2,2
"14205",2,0
"14206",2,0
"14207",2,1
"14208",2,1
"14209",3,2
"14210",2,2
"14211",2,0
"14212",2,0
"14213",3,1
"14214",3,0
"14215",2,0
"14216",2,0
"14217",2,2
"14218",2,1
"14219",NA,-1
"14220",1,-1
"14221",1,-1
"14222",2,0
"14223",2,0
"14224",3,1
"14225",2,0
"14226",1,0
"14227",2,0
"14228",NA,0
"14229",1,-1
"14230",2,-1
"14231",2,-2
"14232",2,-1
"14233",1,-2
"14234",1,-2
"14235",1,-2
"14236",2,0
"14237",3,1
"14238",1,0
"14239",2,1
"14240",1,1
"14241",2,2
"14242",2,1
"14243",2,2
"14244",2,1
"14245",2,0
"14246",2,1
"14247",1,-1
"14248",1,1
"14249",2,0
"14250",2,1
"14251",2,2
"14252",3,1
"14253",2,-1
"14254",2,1
"14255",2,0
"14256",1,1
"14257",1,1
"14258",1,0
"14259",1,0
"14260",1,0
"14261",1,0
"14262",1,0
"14263",2,0
"14264",2,0
"14265",1,0
"14266",2,0
"14267",2,0
"14268",3,2
"14269",2,1
"14270",2,1
"14271",2,1
"14272",3,-2
"14273",2,-1
"14274",1,1
"14275",1,0
"14276",3,2
"14277",2,0
"14278",1,1
"14279",2,0
"14280",1,-1
"14281",2,0
"14282",3,0
"14283",1,1
"14284",1,-2
"14285",1,1
"14286",2,1
"14287",1,0
"14288",2,1
"14289",2,-1
"14290",1,1
"14291",2,-1
"14292",2,-1
"14293",3,-2
"14294",3,1
"14295",NA,0
"14296",3,-1
"14297",1,2
"14298",2,2
"14299",2,2
"14300",2,2
"14301",3,1
"14302",2,1
"14303",3,1
"14304",3,1
"14305",3,1
"14306",3,1
"14307",3,1
"14308",1,1
"14309",3,2
"14310",2,-1
"14311",3,1
"14312",2,1
"14313",3,1
"14314",2,1
"14315",2,-1
"14316",NA,1
"14317",3,1
"14318",1,-1
"14319",1,0
"14320",2,0
"14321",2,-1
"14322",1,1
"14323",2,0
"14324",2,1
"14325",NA,0
"14326",2,0
"14327",3,0
"14328",2,0
"14329",2,1
"14330",1,1
"14331",1,0
"14332",3,1
"14333",2,1
"14334",3,1
"14335",2,1
"14336",3,1
"14337",1,-2
"14338",2,0
"14339",2,1
"14340",2,-1
"14341",2,0
"14342",1,0
"14343",1,1
"14344",2,0
"14345",2,-1
"14346",2,-1
"14347",2,0
"14348",1,-1
"14349",3,1
"14350",2,1
"14351",2,1
"14352",2,-2
"14353",1,NA
"14354",2,0
"14355",2,0
"14356",2,1
"14357",2,0
"14358",3,0
"14359",2,-1
"14360",3,1
"14361",2,1
"14362",2,0
"14363",2,2
"14364",2,0
"14365",2,0
"14366",1,1
"14367",3,1
"14368",3,1
"14369",3,2
"14370",3,2
"14371",2,0
"14372",1,-1
"14373",2,0
"14374",2,1
"14375",1,1
"14376",2,-1
"14377",2,0
"14378",NA,0
"14379",2,0
"14380",2,1
"14381",3,-1
"14382",2,2
"14383",2,1
"14384",2,1
"14385",1,1
"14386",2,1
"14387",2,1
"14388",2,1
"14389",2,1
"14390",2,1
"14391",2,1
"14392",1,2
"14393",2,1
"14394",3,1
"14395",2,0
"14396",3,0
"14397",1,0
"14398",2,0
"14399",2,0
"14400",2,0
"14401",2,0
"14402",2,0
"14403",2,1
"14404",2,-1
"14405",2,1
"14406",2,1
"14407",2,0
"14408",2,0
"14409",2,1
"14410",2,0
"14411",3,2
"14412",2,0
"14413",3,1
"14414",2,-1
"14415",1,0
"14416",3,1
"14417",2,-1
"14418",2,1
"14419",2,0
"14420",2,-2
"14421",2,2
"14422",3,-1
"14423",2,1
"14424",3,1
"14425",2,2
"14426",2,0
"14427",2,2
"14428",1,-2
"14429",3,1
"14430",2,1
"14431",3,1
"14432",3,1
"14433",3,1
"14434",1,-1
"14435",2,0
"14436",2,0
"14437",2,0
"14438",2,0
"14439",2,1
"14440",3,1
"14441",3,1
"14442",3,1
"14443",2,1
"14444",3,1
"14445",2,1
"14446",2,0
"14447",2,1
"14448",3,-1
"14449",3,NA
"14450",3,0
"14451",3,1
"14452",2,1
"14453",1,2
"14454",3,0
"14455",1,-1
"14456",2,2
"14457",3,1
"14458",1,0
"14459",3,1
"14460",3,1
"14461",2,1
"14462",2,2
"14463",2,1
"14464",1,0
"14465",3,0
"14466",1,0
"14467",2,1
"14468",1,0
"14469",1,0
"14470",2,0
"14471",1,-1
"14472",3,1
"14473",1,0
"14474",2,-1
"14475",3,1
"14476",2,1
"14477",1,0
"14478",1,0
"14479",2,1
"14480",2,0
"14481",1,1
"14482",1,0
"14483",1,0
"14484",1,1
"14485",2,0
"14486",3,0
"14487",2,0
"14488",2,1
"14489",2,1
"14490",1,1
"14491",1,1
"14492",1,0
"14493",1,0
"14494",1,0
"14495",2,0
"14496",1,0
"14497",1,0
"14498",1,0
"14499",1,0
"14500",1,1
"14501",1,1
"14502",2,0
"14503",2,-1
"14504",2,1
"14505",2,0
"14506",3,0
"14507",1,0
"14508",2,0
"14509",2,0
"14510",2,0
"14511",1,0
"14512",1,1
"14513",1,0
"14514",1,0
"14515",3,1
"14516",1,1
"14517",2,0
"14518",1,0
"14519",3,1
"14520",1,1
"14521",1,0
"14522",1,1
"14523",2,1
"14524",1,1
"14525",2,1
"14526",2,2
"14527",1,NA
"14528",1,0
"14529",1,2
"14530",2,2
"14531",1,1
"14532",1,0
"14533",3,0
"14534",2,1
"14535",2,-1
"14536",3,0
"14537",2,2
"14538",2,1
"14539",3,0
"14540",2,0
"14541",1,NA
"14542",2,0
"14543",2,0
"14544",2,0
"14545",2,0
"14546",2,0
"14547",2,0
"14548",3,-1
"14549",2,1
"14550",2,1
"14551",3,0
"14552",2,0
"14553",2,0
"14554",3,-1
"14555",2,-1
"14556",1,0
"14557",2,2
"14558",2,2
"14559",1,0
"14560",3,1
"14561",2,2
"14562",2,1
"14563",1,1
"14564",1,1
"14565",1,0
"14566",1,0
"14567",1,-1
"14568",2,1
"14569",1,1
"14570",3,-1
"14571",1,-1
"14572",1,2
"14573",2,0
"14574",2,1
"14575",2,1
"14576",2,1
"14577",2,1
"14578",3,0
"14579",3,1
"14580",1,0
"14581",3,2
"14582",3,-1
"14583",1,-1
"14584",3,1
"14585",2,1
"14586",1,1
"14587",1,-1
"14588",1,-1
"14589",2,1
"14590",2,-1
"14591",1,0
"14592",1,1
"14593",2,0
"14594",1,2
"14595",1,0
"14596",1,1
"14597",1,1
"14598",2,-2
"14599",2,0
"14600",2,-1
"14601",2,1
"14602",1,0
"14603",1,-1
"14604",1,-2
"14605",2,1
"14606",1,-1
"14607",2,0
"14608",1,1
"14609",1,1
"14610",2,1
"14611",2,1
"14612",2,0
"14613",1,0
"14614",3,1
"14615",2,0
"14616",3,2
"14617",3,0
"14618",3,-1
"14619",3,0
"14620",2,0
"14621",3,-1
"14622",3,1
"14623",2,0
"14624",3,1
"14625",3,0
"14626",2,0
"14627",2,0
"14628",2,-1
"14629",2,-1
"14630",2,-2
"14631",2,0
"14632",2,1
"14633",2,-2
"14634",2,0
"14635",2,0
"14636",2,0
"14637",2,1
"14638",2,1
"14639",2,-1
"14640",2,-1
"14641",2,0
"14642",3,-1
"14643",3,0
"14644",3,0
"14645",3,0
"14646",3,0
"14647",3,0
"14648",3,0
"14649",2,0
"14650",1,1
"14651",2,-1
"14652",2,0
"14653",2,0
"14654",3,0
"14655",3,1
"14656",3,1
"14657",1,0
"14658",2,1
"14659",1,1
"14660",3,0
"14661",1,0
"14662",2,-1
"14663",1,0
"14664",2,1
"14665",2,0
"14666",1,0
"14667",2,1
"14668",1,1
"14669",2,0
"14670",2,0
"14671",1,1
"14672",3,0
"14673",2,0
"14674",2,1
"14675",2,-1
"14676",3,1
"14677",2,0
"14678",1,1
"14679",2,1
"14680",2,1
"14681",1,-2
"14682",2,0
"14683",3,1
"14684",2,1
"14685",1,0
"14686",1,0
"14687",1,0
"14688",1,-1
"14689",2,0
"14690",1,0
"14691",1,0
"14692",1,1
"14693",2,1
"14694",2,2
"14695",1,1
"14696",2,1
"14697",2,1
"14698",2,1
"14699",3,1
"14700",3,1
"14701",3,1
"14702",3,1
"14703",2,1
"14704",3,0
"14705",2,2
"14706",2,1
"14707",3,1
"14708",2,0
"14709",2,1
"14710",3,1
"14711",3,1
"14712",2,1
"14713",2,2
"14714",2,0
"14715",3,-1
"14716",2,0
"14717",2,-2
"14718",3,2
"14719",3,0
"14720",2,0
"14721",2,0
"14722",3,1
"14723",2,0
"14724",3,0
"14725",2,1
"14726",2,0
"14727",3,0
"14728",2,0
"14729",2,1
"14730",2,1
"14731",1,0
"14732",1,0
"14733",1,0
"14734",1,0
"14735",2,1
"14736",2,1
"14737",2,1
"14738",2,1
"14739",2,0
"14740",2,-1
"14741",2,-2
"14742",2,1
"14743",2,0
"14744",2,0
"14745",2,0
"14746",2,1
"14747",2,1
"14748",2,0
"14749",2,1
"14750",2,0
"14751",3,1
"14752",1,1
"14753",2,1
"14754",2,1
"14755",3,1
"14756",2,0
"14757",2,0
"14758",3,0
"14759",2,0
"14760",2,0
"14761",3,0
"14762",3,0
"14763",2,0
"14764",2,-1
"14765",2,1
"14766",2,1
"14767",2,0
"14768",2,1
"14769",2,1
"14770",2,0
"14771",1,2
"14772",1,2
"14773",1,1
"14774",1,1
"14775",2,2
"14776",1,2
"14777",2,2
"14778",2,-1
"14779",2,1
"14780",2,1
"14781",1,1
"14782",2,0
"14783",2,1
"14784",2,0
"14785",1,0
"14786",2,0
"14787",1,0
"14788",2,1
"14789",2,0
"14790",3,0
"14791",3,0
"14792",2,1
"14793",1,0
"14794",2,1
"14795",2,0
"14796",2,1
"14797",2,0
"14798",2,1
"14799",2,1
"14800",3,-1
"14801",2,0
"14802",1,0
"14803",2,1
"14804",3,1
"14805",2,1
"14806",2,0
"14807",2,1
"14808",2,0
"14809",1,-1
"14810",2,0
"14811",1,0
"14812",2,0
"14813",2,1
"14814",2,1
"14815",2,1
"14816",2,0
"14817",2,0
"14818",2,-1
"14819",2,0
"14820",1,-1
"14821",3,1
"14822",2,0
"14823",2,1
"14824",2,1
"14825",2,0
"14826",2,2
"14827",3,2
"14828",1,2
"14829",2,2
"14830",2,1
"14831",1,0
"14832",1,1
"14833",2,1
"14834",2,0
"14835",1,1
"14836",1,1
"14837",2,1
"14838",1,1
"14839",2,1
"14840",2,-2
"14841",1,1
"14842",1,1
"14843",2,2
"14844",1,0
"14845",2,1
"14846",2,1
"14847",2,1
"14848",3,1
"14849",1,0
"14850",1,1
"14851",1,0
"14852",1,1
"14853",2,1
"14854",2,0
"14855",1,2
"14856",1,2
"14857",1,1
"14858",2,1
"14859",2,1
"14860",2,-1
"14861",1,-1
"14862",3,1
"14863",3,1
"14864",3,2
"14865",2,2
"14866",2,1
"14867",2,1
"14868",2,0
"14869",2,1
"14870",2,1
"14871",2,1
"14872",2,1
"14873",2,1
"14874",2,1
"14875",1,0
"14876",2,1
"14877",2,0
"14878",NA,1
"14879",1,1
"14880",2,1
"14881",2,1
"14882",1,0
"14883",2,0
"14884",2,0
"14885",2,0
"14886",2,1
"14887",2,0
"14888",2,1
"14889",2,-1
"14890",3,0
"14891",1,0
"14892",1,1
"14893",2,1
"14894",2,0
"14895",1,1
"14896",3,1
"14897",1,1
"14898",3,0
"14899",3,0
"14900",1,-1
"14901",3,1
"14902",3,1
"14903",3,1
"14904",3,1
"14905",2,1
"14906",1,0
"14907",1,0
"14908",2,0
"14909",2,1
"14910",2,NA
"14911",3,0
"14912",2,0
"14913",2,1
"14914",2,0
"14915",1,1
"14916",2,1
"14917",3,1
"14918",2,0
"14919",3,0
"14920",3,1
"14921",3,-1
"14922",2,0
"14923",3,1
"14924",2,1
"14925",2,1
"14926",2,0
"14927",2,0
"14928",3,1
"14929",3,2
"14930",3,1
"14931",3,2
"14932",1,2
"14933",2,2
"14934",2,2
"14935",1,0
"14936",2,1
"14937",2,1
"14938",3,0
"14939",2,0
"14940",2,1
"14941",3,2
"14942",3,2
"14943",2,1
"14944",2,0
"14945",3,1
"14946",3,1
"14947",2,1
"14948",2,0
"14949",2,1
"14950",2,-1
"14951",3,2
"14952",2,2
"14953",1,1
"14954",2,1
"14955",1,-1
"14956",1,-1
"14957",1,2
"14958",2,1
"14959",2,2
"14960",2,1
"14961",2,2
"14962",2,-1
"14963",2,0
"14964",1,1
"14965",2,2
"14966",1,1
"14967",3,2
"14968",1,1
"14969",2,1
"14970",2,1
"14971",1,1
"14972",2,2
"14973",3,1
"14974",2,2
"14975",2,1
"14976",2,1
"14977",3,1
"14978",2,0
"14979",1,1
"14980",1,-1
"14981",NA,-1
"14982",NA,-1
"14983",2,0
"14984",2,0
"14985",2,1
"14986",3,1
"14987",1,-1
"14988",1,1
"14989",2,0
"14990",3,0
"14991",2,0
"14992",2,-1
"14993",2,0
"14994",1,0
"14995",2,0
"14996",2,1
"14997",1,0
"14998",1,0
"14999",1,1
"15000",2,0
"15001",2,1
"15002",1,1
"15003",2,-1
"15004",1,0
"15005",3,1
"15006",3,1
"15007",3,1
"15008",3,1
"15009",1,1
"15010",1,1
"15011",2,1
"15012",2,0
"15013",1,1
"15014",2,1
"15015",2,-1
"15016",2,0
"15017",2,1
"15018",2,1
"15019",2,0
"15020",2,0
"15021",2,0
"15022",3,-1
"15023",3,0
"15024",2,-1
"15025",2,0
"15026",2,1
"15027",2,0
"15028",3,1
"15029",2,-1
"15030",2,2
"15031",3,2
"15032",2,1
"15033",3,1
"15034",2,1
"15035",2,1
"15036",2,1
"15037",1,1
"15038",3,1
"15039",3,0
"15040",1,-1
"15041",2,-1
"15042",2,0
"15043",3,0
"15044",2,1
"15045",2,-1
"15046",2,1
"15047",3,1
"15048",2,0
"15049",2,1
"15050",1,0
"15051",3,0
"15052",2,0
"15053",3,2
"15054",2,0
"15055",2,1
"15056",2,0
"15057",3,0
"15058",2,-1
"15059",2,0
"15060",3,-1
"15061",3,1
"15062",1,0
"15063",3,1
"15064",2,0
"15065",2,0
"15066",1,1
"15067",2,1
"15068",1,-1
"15069",2,1
"15070",3,1
"15071",2,0
"15072",2,-1
"15073",2,0
"15074",2,0
"15075",3,1
"15076",3,1
"15077",2,0
"15078",1,1
"15079",1,0
"15080",3,1
"15081",3,1
"15082",2,0
"15083",2,0
"15084",2,2
"15085",3,1
"15086",2,0
"15087",1,1
"15088",3,0
"15089",2,1
"15090",2,0
"15091",2,-1
"15092",1,0
"15093",3,1
"15094",2,1
"15095",2,0
"15096",2,-1
"15097",2,1
"15098",3,-1
"15099",2,0
"15100",3,0
"15101",1,0
"15102",3,1
"15103",1,0
"15104",3,0
"15105",3,1
"15106",2,1
"15107",2,0
"15108",2,1
"15109",3,1
"15110",2,1
"15111",2,1
"15112",2,0
"15113",2,1
"15114",3,1
"15115",2,1
"15116",2,2
"15117",1,2
"15118",2,1
"15119",2,1
"15120",3,1
"15121",2,-1
"15122",2,1
"15123",2,1
"15124",2,0
"15125",2,0
"15126",2,1
"15127",1,1
"15128",3,1
"15129",2,1
"15130",2,0
"15131",2,1
"15132",3,1
"15133",2,2
"15134",3,1
"15135",1,1
"15136",1,0
"15137",2,1
"15138",2,1
"15139",3,1
"15140",2,-1
"15141",2,2
"15142",2,0
"15143",2,1
"15144",2,0
"15145",1,-1
"15146",1,1
"15147",NA,1
"15148",1,NA
"15149",1,0
"15150",1,0
"15151",3,-1
"15152",2,0
"15153",2,1
"15154",2,1
"15155",1,2
"15156",2,2
"15157",2,0
"15158",2,2
"15159",2,1
"15160",2,0
"15161",2,0
"15162",2,0
"15163",2,0
"15164",2,2
"15165",2,2
"15166",2,2
"15167",2,2
"15168",2,0
"15169",2,0
"15170",2,0
"15171",2,1
"15172",2,1
"15173",2,NA
"15174",2,-1
"15175",2,1
"15176",2,1
"15177",3,1
"15178",3,1
"15179",1,1
"15180",1,1
"15181",3,1
"15182",1,0
"15183",1,1
"15184",1,1
"15185",1,0
"15186",1,1
"15187",2,1
"15188",1,0
"15189",2,1
"15190",2,0
"15191",2,0
"15192",2,1
"15193",3,1
"15194",1,0
"15195",3,1
"15196",2,1
"15197",3,0
"15198",1,-1
"15199",1,1
"15200",2,2
"15201",3,1
"15202",2,1
"15203",1,0
"15204",1,1
"15205",1,0
"15206",2,0
"15207",2,0
"15208",2,-1
"15209",2,1
"15210",1,1
"15211",2,-1
"15212",2,1
"15213",1,1
"15214",2,1
"15215",1,1
"15216",2,1
"15217",1,1
"15218",2,1
"15219",1,1
"15220",1,1
"15221",2,1
"15222",2,1
"15223",2,1
"15224",1,1
"15225",2,1
"15226",2,1
"15227",1,1
"15228",2,1
"15229",1,1
"15230",2,1
"15231",1,1
"15232",2,1
"15233",3,1
"15234",2,0
"15235",2,-1
"15236",2,1
"15237",NA,1
"15238",1,0
"15239",2,1
"15240",2,1
"15241",2,1
"15242",3,1
"15243",3,1
"15244",2,0
"15245",2,1
"15246",2,1
"15247",3,1
"15248",2,2
"15249",2,2
"15250",2,1
"15251",2,2
"15252",1,0
"15253",2,1
"15254",2,1
"15255",1,NA
"15256",2,1
"15257",2,1
"15258",1,1
"15259",1,0
"15260",2,1
"15261",2,1
"15262",1,0
"15263",2,1
"15264",2,1
"15265",2,1
"15266",2,1
"15267",2,0
"15268",2,2
"15269",2,0
"15270",2,1
"15271",2,0
"15272",1,1
"15273",2,0
"15274",3,1
"15275",2,1
"15276",3,0
"15277",1,-2
"15278",2,1
"15279",2,0
"15280",3,0
"15281",1,0
"15282",1,0
"15283",2,1
"15284",3,1
"15285",2,0
"15286",1,1
"15287",3,0
"15288",3,1
"15289",3,0
"15290",2,-1
"15291",3,1
"15292",3,0
"15293",3,0
"15294",2,0
"15295",1,1
"15296",3,1
"15297",2,1
"15298",2,1
"15299",2,0
"15300",1,0
"15301",2,1
"15302",2,0
"15303",2,1
"15304",2,0
"15305",1,0
"15306",3,-1
"15307",3,0
"15308",3,1
"15309",1,0
"15310",2,0
"15311",1,0
"15312",2,1
"15313",1,0
"15314",2,0
"15315",2,1
"15316",3,1
"15317",2,1
"15318",3,2
"15319",2,1
"15320",1,1
"15321",2,1
"15322",2,1
"15323",2,1
"15324",1,1
"15325",1,1
"15326",2,1
"15327",2,1
"15328",2,-1
"15329",2,0
"15330",2,0
"15331",2,1
"15332",2,NA
"15333",2,0
"15334",1,0
"15335",1,1
"15336",3,1
"15337",2,1
"15338",2,0
"15339",2,NA
"15340",1,0
"15341",1,0
"15342",2,1
"15343",2,0
"15344",2,0
"15345",2,1
"15346",1,1
"15347",2,0
"15348",2,1
"15349",2,1
"15350",3,1
"15351",2,1
"15352",2,0
"15353",2,0
"15354",2,NA
"15355",2,-1
"15356",2,NA
"15357",3,-1
"15358",2,-1
"15359",2,0
"15360",2,1
"15361",2,0
"15362",2,0
"15363",2,0
"15364",2,0
"15365",2,0
"15366",2,0
"15367",2,0
"15368",3,0
"15369",3,0
"15370",3,1
"15371",1,-1
"15372",1,0
"15373",1,0
"15374",1,-2
"15375",3,0
"15376",2,0
"15377",2,0
"15378",1,0
"15379",2,-2
"15380",3,0
"15381",2,1
"15382",NA,0
"15383",NA,2
"15384",1,1
"15385",2,-1
"15386",2,0
"15387",2,1
"15388",2,0
"15389",1,0
"15390",3,0
"15391",3,1
"15392",3,-1
"15393",2,1
"15394",3,-2
"15395",2,0
"15396",2,-1
"15397",2,0
"15398",2,0
"15399",3,0
"15400",3,-1
"15401",2,0
"15402",2,1
"15403",1,0
"15404",2,1
"15405",2,0
"15406",2,0
"15407",3,1
"15408",2,1
"15409",3,0
"15410",2,-1
"15411",2,1
"15412",3,1
"15413",2,1
"15414",1,0
"15415",3,2
"15416",1,2
"15417",3,1
"15418",2,1
"15419",3,-2
"15420",2,1
"15421",2,1
"15422",2,1
"15423",3,1
"15424",3,1
"15425",1,0
"15426",1,0
"15427",1,0
"15428",3,0
"15429",2,2
"15430",3,0
"15431",3,1
"15432",2,1
"15433",1,0
"15434",2,1
"15435",2,0
"15436",2,2
"15437",2,1
"15438",3,0
"15439",3,2
"15440",2,1
"15441",2,1
"15442",3,1
"15443",3,1
"15444",1,0
"15445",1,2
"15446",2,1
"15447",2,1
"15448",2,2
"15449",2,1
"15450",3,2
"15451",1,1
"15452",1,1
"15453",2,1
