"","inv_cogn1","inv_cogn2","inv_cognNews","inv_beh1","inv_beh_p1","inv_beh_p2","inv_beh_p3","inv_beh_p4","inv_beh_p5","inv_beh2","discourse1","discourse2","attitude","mean_involvement"
"2929",2,1,1,0,0,0,0,0,0,0,2,0,5,1.33333333333333
"2930",3,2,3,1,0,0,0,0,0,0,2,0,6,2.66666666666667
"2931",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"2932",3,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3
"2933",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"2934",3,2,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2.66666666666667
"2935",3,3,3,1,0,0,0,0,0,0,2,0,2,3
"2936",2,2,3,NA,0,0,0,0,0,0,2,0,5,2.33333333333333
"2937",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2.33333333333333
"2938",3,3,3,1,0,0,0,0,0,1,3,1,6,3
"2939",2,2,3,1,0,0,0,0,0,1,3,1,5,2.33333333333333
"2940",3,2,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2.66666666666667
"2941",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"2942",2,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.33333333333333
"2943",3,2,3,1,0,0,0,0,0,0,2,0,7,2.66666666666667
"2944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2945",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"2946",3,2,3,NA,0,0,0,0,1,1,2,0,5,2.66666666666667
"2947",3,3,3,NA,0,0,0,0,1,2,3,1,1,3
"2948",3,3,3,1,0,0,0,0,0,0,2,0,7,3
"2949",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"2950",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"2951",3,2,3,1,0,0,0,0,0,0,3,0,6,2.66666666666667
"2952",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"2953",2,2,3,1,0,0,0,0,0,0,1,0,5,2.33333333333333
"2954",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"2955",3,2,3,NA,0,0,0,0,0,0,2,0,6,2.66666666666667
"2956",2,1,3,1,0,0,0,0,0,0,2,0,7,2
"2957",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"2958",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"2959",3,3,3,1,0,0,0,0,0,0,3,0,2,3
"2960",2,2,3,1,0,0,0,0,0,0,3,0,NA,2.33333333333333
"2961",NA,NA,NA,1,0,0,0,0,0,0,NA,0,NA,NA
"2962",3,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.66666666666667
"2963",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"2964",2,2,3,1,0,0,0,0,0,0,1,0,8,2.33333333333333
"2965",2,2,3,1,0,0,0,0,0,0,3,0,9,2.33333333333333
"2966",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"2967",2,2,3,1,0,0,0,0,0,0,3,0,2,2.33333333333333
"2968",2,2,3,1,1,1,0,0,0,1,2,0,6,2.33333333333333
"2969",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"2970",3,2,3,1,0,0,0,0,0,0,3,0,6,2.66666666666667
"2971",2,1,3,0,0,0,0,0,0,0,2,0,NA,2
"2972",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"2973",3,2,3,1,0,0,0,0,0,0,2,0,8,2.66666666666667
"2974",2,2,3,1,1,0,0,0,0,0,3,0,7,2.33333333333333
"2975",2,2,3,NA,0,0,0,0,0,0,1,0,5,2.33333333333333
"2976",1,1,1,0,0,0,0,0,0,0,1,0,NA,1
"2977",3,3,3,1,0,0,0,0,0,1,3,1,7,3
"2978",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"2979",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"2980",2,2,3,0,0,0,0,0,0,0,3,0,7,2.33333333333333
"2981",1,1,3,1,0,0,0,0,0,0,2,0,3,1.66666666666667
"2982",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"2983",3,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.66666666666667
"2984",2,2,3,0,0,0,0,0,0,0,3,0,7,2.33333333333333
"2985",3,3,3,1,0,0,1,0,0,1,3,0,5,3
"2986",2,3,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"2987",3,2,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"2988",2,2,3,1,0,0,0,0,0,0,2,0,3,2.33333333333333
"2989",2,2,3,1,0,0,0,0,0,0,3,0,6,2.33333333333333
"2990",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"2991",1,2,1,NA,0,0,0,0,0,0,2,0,4,1.33333333333333
"2992",2,1,3,1,0,0,0,0,0,0,2,0,8,2
"2993",2,2,3,NA,0,0,0,0,0,0,3,0,6,2.33333333333333
"2994",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"2995",3,3,3,1,0,0,0,0,0,0,3,0,3,3
"2996",1,1,3,1,0,0,0,0,0,0,2,0,5,1.66666666666667
"2997",3,2,3,1,0,0,0,0,0,0,2,0,8,2.66666666666667
"2998",2,2,3,1,0,0,0,0,0,0,2,0,10,2.33333333333333
"2999",2,2,3,1,0,0,0,0,0,0,3,0,4,2.33333333333333
"3000",3,3,3,1,0,0,0,0,0,0,2,0,7,3
"3001",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"3002",2,2,1,1,0,0,0,0,0,0,1,0,2,1.66666666666667
"3003",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"3004",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"3005",2,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.33333333333333
"3006",NA,2,NA,NA,0,0,0,0,0,0,3,0,7,NA
"3007",2,2,3,1,0,0,0,0,0,0,2,0,2,2.33333333333333
"3008",1,1,1,1,0,0,0,0,0,0,2,0,3,1
"3009",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"3010",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"3011",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"3012",3,2,3,0,0,0,0,0,0,0,3,0,5,2.66666666666667
"3013",2,1,3,1,0,0,0,0,0,0,2,0,8,2
"3014",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"3015",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"3016",2,2,3,1,0,0,0,0,0,0,2,0,8,2.33333333333333
"3017",3,2,3,1,0,0,1,0,0,1,3,0,4,2.66666666666667
"3018",3,3,3,1,0,1,0,0,0,1,3,0,6,3
"3019",2,2,3,NA,0,0,0,0,0,0,3,0,2,2.33333333333333
"3020",2,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.33333333333333
"3021",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"3022",1,1,3,1,0,0,0,0,0,0,2,0,4,1.66666666666667
"3023",2,3,3,1,0,0,0,0,1,1,3,0,7,2.66666666666667
"3024",2,2,3,0,0,0,0,0,0,0,2,0,NA,2.33333333333333
"3025",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"3026",3,3,3,1,0,0,0,0,0,0,3,0,2,3
"3027",2,2,3,1,-9,-9,-9,-9,-9,NA,3,NA,5,2.33333333333333
"3028",3,2,3,1,0,0,0,0,0,0,2,0,5,2.66666666666667
"3029",2,2,3,1,0,0,0,0,0,0,2,0,2,2.33333333333333
"3030",2,2,3,1,0,0,1,0,0,1,3,0,7,2.33333333333333
"3031",3,3,3,1,0,0,0,0,0,1,3,1,3,3
"3032",2,2,1,1,0,0,0,0,0,0,2,0,NA,1.66666666666667
"3033",3,3,3,1,0,0,0,0,0,0,2,0,8,3
"3034",3,1,3,0,0,0,0,0,0,0,2,0,6,2.33333333333333
"3035",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"3036",2,2,3,1,0,0,0,0,0,0,2,0,3,2.33333333333333
"3037",3,3,3,1,0,0,0,0,1,2,3,1,2,3
"3038",2,2,1,1,0,0,0,0,0,0,2,0,8,1.66666666666667
"3039",3,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3
"3040",2,2,3,1,0,0,0,0,0,0,2,0,9,2.33333333333333
"3041",2,3,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"3042",2,2,3,1,0,0,0,0,0,0,1,0,6,2.33333333333333
"3043",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"3044",3,3,3,1,0,0,0,0,0,0,3,0,0,3
"3045",1,1,3,NA,0,0,0,0,0,0,2,0,6,1.66666666666667
"3046",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"3047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3048",3,3,3,1,0,0,0,0,0,0,3,0,9,3
"3049",2,2,3,0,-9,-9,-9,-9,-9,NA,1,NA,NA,2.33333333333333
"3050",2,2,3,1,0,0,0,0,0,0,1,0,9,2.33333333333333
"3051",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"3052",3,2,3,1,0,0,0,0,0,0,2,0,5,2.66666666666667
"3053",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"3054",2,1,3,NA,0,0,0,0,0,0,2,0,4,2
"3055",2,1,3,1,0,0,0,0,0,0,1,0,5,2
"3056",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"3057",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"3058",NA,2,NA,1,0,0,0,0,0,0,3,0,NA,NA
"3059",3,3,3,1,0,0,0,0,0,0,2,0,6,3
"3060",3,3,3,0,0,0,0,0,0,0,3,0,4,3
"3061",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"3062",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"3063",2,3,3,1,0,0,0,0,1,2,3,1,1,2.66666666666667
"3064",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"3065",3,2,3,1,0,0,0,0,0,0,3,0,3,2.66666666666667
"3066",1,1,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1.66666666666667
"3067",2,2,3,1,0,0,0,0,0,0,3,0,3,2.33333333333333
"3068",3,3,3,1,0,0,0,0,0,0,3,0,2,3
"3069",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"3070",2,2,3,1,0,0,0,0,0,0,3,0,4,2.33333333333333
"3071",1,1,1,0,0,0,0,0,0,0,1,0,NA,1
"3072",3,2,3,1,0,0,0,0,0,0,2,0,5,2.66666666666667
"3073",3,3,3,1,0,0,0,0,0,0,3,0,3,3
"3074",2,2,3,1,0,0,0,0,0,0,2,0,5,2.33333333333333
"3075",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"3076",2,2,3,1,0,0,0,0,0,0,2,0,8,2.33333333333333
"3077",2,1,3,1,0,0,0,0,0,0,3,0,3,2
"3078",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"3079",1,1,3,1,0,0,0,0,0,0,1,0,9,1.66666666666667
"3080",3,2,3,1,0,0,0,0,0,0,3,0,6,2.66666666666667
"3081",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"3082",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"3083",3,3,3,1,0,0,1,1,1,4,3,1,1,3
"3084",3,2,3,1,0,0,0,0,0,0,2,0,8,2.66666666666667
"3085",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"3086",3,3,3,1,0,0,0,1,0,2,3,1,5,3
"3087",2,3,3,1,-9,-9,-9,-9,-9,NA,2,NA,5,2.66666666666667
"3088",2,2,3,0,0,0,0,0,0,0,2,0,6,2.33333333333333
"3089",3,2,3,1,0,0,0,0,1,2,3,1,2,2.66666666666667
"3090",3,3,3,1,0,0,0,0,0,0,2,0,10,3
"3091",NA,NA,NA,1,0,0,0,0,0,0,NA,0,6,NA
"3092",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"3093",3,2,3,1,0,0,0,0,0,0,2,0,0,2.66666666666667
"3094",1,1,3,1,1,0,0,0,0,0,1,0,0,1.66666666666667
"3095",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"3096",2,2,3,1,0,0,0,0,0,0,1,0,5,2.33333333333333
"3097",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"3098",3,3,3,0,0,0,0,0,0,0,3,0,4,3
"3099",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"3100",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"3101",2,2,3,1,0,0,0,0,0,0,2,0,8,2.33333333333333
"3102",3,3,3,1,0,0,0,0,0,0,3,0,2,3
"3103",3,2,3,0,0,0,0,0,0,0,3,0,5,2.66666666666667
"3104",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"3105",1,1,3,0,0,0,0,0,0,0,1,0,NA,1.66666666666667
"3106",3,3,3,1,0,0,0,0,0,0,2,0,6,3
"3107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3108",3,2,3,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2.66666666666667
"3109",2,2,3,1,0,0,0,0,0,0,2,0,8,2.33333333333333
"3110",NA,1,1,NA,-9,-9,-9,-9,-9,NA,1,NA,NA,NA
"3111",3,3,3,1,0,0,0,0,0,0,3,0,3,3
"3112",NA,NA,NA,1,0,0,0,0,0,0,NA,0,4,NA
"3113",2,2,3,1,0,0,0,0,0,0,1,0,7,2.33333333333333
"3114",3,2,3,1,0,0,0,0,0,0,3,0,6,2.66666666666667
"3115",2,2,3,1,0,0,0,0,0,0,3,0,3,2.33333333333333
"3116",3,3,3,1,0,0,0,0,1,2,3,1,5,3
"3117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3118",2,2,3,1,0,0,0,0,0,0,3,0,2,2.33333333333333
"3119",NA,2,3,1,0,0,0,0,0,0,2,0,4,NA
"3120",3,2,3,1,0,0,0,0,0,0,3,0,2,2.66666666666667
"3121",2,2,3,1,0,0,0,0,0,0,2,0,3,2.33333333333333
"3122",2,2,3,1,0,0,0,0,0,0,2,0,2,2.33333333333333
"3123",2,1,3,1,0,0,0,0,0,0,3,0,NA,2
"3124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3125",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"3126",3,3,3,1,0,0,1,0,0,1,3,0,0,3
"3127",3,2,3,1,0,0,0,0,0,0,3,0,8,2.66666666666667
"3128",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"3129",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"3130",2,2,1,1,0,0,0,0,0,0,2,0,5,1.66666666666667
"3131",2,2,3,1,0,0,0,0,0,0,2,0,8,2.33333333333333
"3132",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"3133",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"3134",2,2,3,1,0,0,0,0,0,0,1,0,5,2.33333333333333
"3135",3,2,3,1,0,0,0,0,0,1,3,1,9,2.66666666666667
"3136",3,2,3,1,0,0,0,0,0,0,3,0,6,2.66666666666667
"3137",2,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.33333333333333
"3138",2,2,3,1,0,0,0,0,0,0,3,0,1,2.33333333333333
"3139",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"3140",3,3,3,1,0,1,1,0,0,2,3,0,6,3
"3141",3,3,3,1,0,1,0,1,0,2,3,0,4,3
"3142",2,2,3,0,0,0,0,0,0,0,2,0,NA,2.33333333333333
"3143",2,1,3,NA,0,0,0,0,0,0,1,0,NA,2
"3144",NA,NA,NA,1,0,0,0,0,0,0,NA,0,2,NA
"3145",2,3,3,NA,0,0,0,0,0,0,2,0,2,2.66666666666667
"3146",2,1,3,1,0,0,0,0,0,0,3,0,6,2
"3147",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"3148",2,2,3,1,0,0,0,0,0,0,2,0,10,2.33333333333333
"3149",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"3150",3,3,3,1,1,0,0,1,0,2,2,1,4,3
"3151",3,1,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"3152",2,2,3,1,0,0,0,0,0,1,2,1,4,2.33333333333333
"3153",2,2,3,1,0,0,0,0,0,0,3,0,NA,2.33333333333333
"3154",2,2,3,1,0,0,0,0,0,0,3,0,2,2.33333333333333
"3155",2,2,3,1,0,0,0,0,0,0,3,0,10,2.33333333333333
"3156",NA,NA,NA,1,0,0,0,0,0,0,NA,0,6,NA
"3157",2,2,3,1,0,0,0,0,1,2,2,1,3,2.33333333333333
"3158",3,2,3,1,0,0,0,0,0,0,2,0,7,2.66666666666667
"3159",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"3160",3,2,3,1,0,0,0,0,0,0,2,0,6,2.66666666666667
"3161",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"3162",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"3163",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"3164",1,1,1,1,0,0,0,0,0,0,1,0,7,1
"3165",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"3166",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"3167",2,2,3,1,0,0,0,0,0,0,2,0,8,2.33333333333333
"3168",2,2,3,1,0,0,0,0,0,0,3,0,4,2.33333333333333
"3169",3,2,3,1,0,0,0,0,0,0,1,0,NA,2.66666666666667
"3170",2,2,3,1,0,0,0,0,0,1,3,1,3,2.33333333333333
"3171",3,3,3,1,0,0,0,0,0,0,3,0,4,3
"3172",2,1,1,1,0,0,0,0,0,0,2,0,NA,1.33333333333333
"3173",2,2,3,1,0,0,0,0,0,0,2,0,2,2.33333333333333
"3174",1,1,1,NA,0,0,0,0,0,0,1,0,5,1
"3175",3,3,3,1,0,0,0,0,0,1,3,1,0,3
"3176",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"3177",3,2,3,0,0,0,0,0,0,0,1,0,7,2.66666666666667
"3178",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"3179",2,2,3,1,0,0,0,0,0,0,3,0,8,2.33333333333333
"3180",3,3,3,1,0,0,0,0,0,1,3,1,2,3
"3181",2,2,3,1,0,0,0,0,0,0,1,0,10,2.33333333333333
"3182",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"3183",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"3184",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"3185",2,2,3,1,0,0,0,0,0,0,1,0,7,2.33333333333333
"3186",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"3187",3,3,3,1,0,0,0,0,0,0,3,0,3,3
"3188",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"3189",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"3190",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"3191",3,2,3,NA,0,0,0,0,0,0,2,0,5,2.66666666666667
"3192",3,2,3,1,0,0,0,0,0,0,3,0,3,2.66666666666667
"3193",2,2,1,NA,0,0,0,0,0,0,2,0,5,1.66666666666667
"3194",3,3,3,1,-9,-9,-9,-9,-9,NA,3,NA,2,3
"3195",2,2,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2.33333333333333
"3196",3,3,3,1,0,1,0,0,0,2,3,1,7,3
"3197",2,1,3,1,0,0,0,0,0,0,2,0,6,2
"3198",2,2,3,1,0,0,0,1,1,2,2,0,5,2.33333333333333
"3199",2,2,3,1,-9,-9,-9,-9,-9,NA,2,NA,NA,2.33333333333333
"3200",3,2,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"3201",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"3202",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"3203",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"3204",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"3205",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"3206",2,2,3,1,0,0,0,0,0,0,3,0,3,2.33333333333333
"3207",3,2,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2.66666666666667
"3208",2,2,3,1,0,0,0,0,0,0,2,0,9,2.33333333333333
"3209",2,1,3,1,0,0,0,0,0,0,2,0,6,2
"3210",2,1,3,NA,0,0,0,0,0,0,2,0,3,2
"3211",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"3212",3,2,3,0,0,0,0,0,0,0,2,0,3,2.66666666666667
"3213",NA,1,1,NA,0,0,0,0,0,0,1,0,NA,NA
"3214",2,2,3,1,-9,-9,-9,-9,-9,NA,2,NA,10,2.33333333333333
"3215",3,2,3,1,0,0,0,0,0,0,2,0,4,2.66666666666667
"3216",2,2,3,1,0,0,0,0,0,0,2,0,3,2.33333333333333
"3217",3,3,3,NA,0,0,0,0,1,2,2,1,1,3
"3218",2,1,3,1,0,0,0,0,0,0,2,0,NA,2
"3219",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"3220",3,3,3,1,1,0,1,0,1,3,3,1,4,3
"3221",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"3222",2,2,3,1,0,0,1,0,0,1,3,0,6,2.33333333333333
"3223",3,2,3,0,0,0,0,0,0,0,3,0,NA,2.66666666666667
"3224",2,2,3,1,0,0,0,0,0,0,3,0,NA,2.33333333333333
"3225",2,2,3,1,0,0,0,0,0,0,2,0,6,2.33333333333333
"3226",2,2,3,0,0,0,0,0,0,0,2,0,0,2.33333333333333
"3227",3,3,3,1,0,0,0,0,0,1,3,1,3,3
"3228",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"3229",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"3230",3,2,3,0,0,0,0,0,0,0,3,0,5,2.66666666666667
"3231",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"3232",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"3233",3,2,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"3234",3,3,3,1,0,0,1,0,0,1,3,0,6,3
"3235",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"3236",2,2,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2.33333333333333
"3237",3,3,3,1,0,0,0,0,0,0,2,0,8,3
"3238",2,2,3,1,0,0,0,0,0,0,2,0,NA,2.33333333333333
"3239",2,1,3,1,0,0,0,0,0,0,2,0,4,2
"3240",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"3241",NA,NA,NA,1,0,0,0,0,0,0,NA,0,6,NA
"3242",3,2,3,1,0,0,0,0,0,0,3,0,10,2.66666666666667
"3243",NA,3,3,1,0,0,0,0,0,0,3,0,6,NA
"3244",2,2,3,1,0,0,0,0,0,0,2,0,10,2.33333333333333
"3245",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"3246",NA,NA,NA,1,0,0,0,0,0,0,NA,0,8,NA
"3247",3,1,3,1,0,0,0,0,0,0,3,0,NA,2.33333333333333
"3248",3,3,3,1,0,0,1,0,0,2,3,1,4,3
"3249",3,3,3,1,0,0,0,0,0,0,2,0,5,3
"3250",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"3251",2,1,3,NA,0,0,0,0,0,0,1,0,3,2
"3252",2,1,3,1,0,0,0,0,0,0,3,0,5,2
"3253",NA,3,1,0,0,0,0,0,0,0,1,0,8,NA
"3254",3,2,3,1,0,0,0,0,0,0,2,0,5,2.66666666666667
"3255",3,3,3,1,0,0,0,0,0,0,3,0,3,3
"3256",1,1,1,0,0,0,0,0,0,0,1,0,7,1
"3257",2,1,3,1,0,0,0,0,0,0,1,0,6,2
"3258",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"3259",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"3260",2,2,3,1,0,0,0,0,0,1,2,1,6,2.33333333333333
"3261",2,2,3,1,0,0,0,0,1,2,2,1,1,2.33333333333333
"3262",3,3,3,1,0,0,0,0,0,0,3,0,7,3
"3263",2,1,3,1,0,0,0,0,0,0,2,0,8,2
"3264",2,3,3,1,0,0,0,0,0,0,3,0,3,2.66666666666667
"3265",1,1,3,0,0,0,0,0,0,0,1,0,6,1.66666666666667
"3266",1,1,3,NA,0,0,0,0,0,0,2,0,3,1.66666666666667
"3267",3,3,3,1,0,0,1,0,0,2,3,1,4,3
"3268",3,3,3,1,0,1,0,1,0,3,3,1,7,3
"3269",2,2,3,1,1,1,0,1,0,2,3,0,3,2.33333333333333
"3270",2,2,3,1,0,0,0,0,0,0,3,0,4,2.33333333333333
"3271",2,1,3,1,0,0,0,0,0,0,1,0,4,2
"3272",2,2,3,1,0,0,0,0,0,0,2,0,7,2.33333333333333
"3273",3,3,3,1,0,0,0,0,0,0,3,0,2,3
"3274",3,3,3,1,0,0,0,0,0,0,3,0,8,3
"3275",3,3,3,1,0,0,0,0,0,0,3,0,6,3
"3276",2,2,3,1,0,0,0,0,0,0,2,0,4,2.33333333333333
"3277",2,2,3,1,0,0,0,0,0,0,1,0,NA,2.33333333333333
"3278",3,3,3,1,0,0,0,0,0,0,3,0,5,3
"3279",NA,NA,NA,1,1,0,1,0,0,2,NA,1,3,NA
"3280",2,2,3,1,0,0,0,0,0,0,3,0,5,2.33333333333333
"3281",2,1,3,1,0,0,0,0,0,0,3,0,5,2
"3282",3,2,3,1,0,0,0,0,0,0,2,0,4,2.66666666666667
"3283",3,2,3,1,0,0,0,0,0,0,3,0,4,2.66666666666667
"3284",2,1,3,0,0,0,0,0,0,0,3,0,3,2
"3285",2,2,1,1,0,0,0,0,0,0,2,0,5,1.66666666666667
"3286",3,2,3,1,0,0,0,0,0,0,2,0,7,2.66666666666667
"3287",2,2,3,1,0,0,0,0,0,0,2,0,0,2.33333333333333
"3288",NA,NA,NA,1,0,0,0,0,0,0,NA,0,2,NA
"3289",3,2,3,1,0,0,0,0,0,0,3,0,7,2.66666666666667
"3290",3,2,3,1,0,0,0,0,0,0,3,0,5,2.66666666666667
"3291",2,2,3,1,0,0,0,0,0,0,3,0,7,2.33333333333333
"3292",2,1,3,1,-9,-9,-9,-9,-9,NA,1,NA,4,2
"3293",2,1,3,1,0,0,0,0,0,0,1,0,5,2
"3294",2,2,3,1,0,0,0,0,0,0,1,0,8,2.33333333333333
"3295",3,3,3,1,0,0,0,0,0,0,3,0,2,3
"3296",3,3,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3
"3297",2,2,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,1.66666666666667
"3298",2,2,3,1,0,0,0,0,0,0,1,0,7,2.33333333333333
"3299",2,2,3,0,-9,-9,-9,-9,-9,NA,1,NA,10,2.33333333333333
"3300",3,2,3,1,0,0,0,0,0,0,2,0,2,2.66666666666667
"3301",3,3,3,1,0,0,0,0,0,1,3,1,0,3
"3302",NA,NA,NA,1,0,0,0,0,0,0,NA,0,4,NA
"3303",NA,NA,NA,1,0,0,0,0,0,0,NA,0,3,NA
"3304",3,2,3,1,0,0,0,0,0,0,3,0,2,2.66666666666667
"3305",3,3,3,1,0,0,0,0,0,0,2,0,5,3
